0.000000 56
0.100000 6
0.200000 0
0.300000 0
0.400000 0
0.500000 0
0.600000 0
0.700000 6
0.800000 31
0.900000 20
1.000000 6
1.100000 0
1.200000 0
1.300000 0
1.400000 0
1.500000 4
1.600000 20
1.700000 18
1.800000 16
1.900000 3
2.000000 1
2.100000 0
2.200000 0
2.300000 5
2.400000 8
2.500000 18
2.600000 16
2.700000 12
2.800000 2
2.900000 0
3.000000 1
3.100000 1
3.200000 7
3.300000 12
3.400000 15
3.500000 9
3.600000 8
3.700000 2
3.800000 2
3.900000 4
4.000000 3
4.100000 9
4.200000 11
4.300000 10
4.400000 7
4.500000 5
4.600000 1
4.700000 7
4.800000 2
4.900000 6
5.000000 3
5.100000 12
5.200000 6
5.300000 8
5.400000 5
5.500000 5
5.600000 3
5.700000 4
5.800000 5
5.900000 9
6.000000 7
6.100000 9
6.200000 4
6.300000 4
6.400000 2
6.500000 3
6.600000 4
6.700000 7
6.800000 5
6.900000 3
7.000000 12
7.100000 8
7.200000 4
7.300000 0
7.400000 0
7.500000 0
7.600000 0
7.700000 0
7.800000 0
7.900000 0
8.000000 4
8.100000 6
