0.000000 35
0.100000 15
0.200000 5
0.300000 2
0.400000 3
0.500000 0
0.600000 3
0.700000 6
0.800000 13
0.900000 14
1.000000 10
1.100000 4
1.200000 6
1.300000 5
1.400000 3
1.500000 4
1.600000 6
1.700000 11
1.800000 10
1.900000 9
2.000000 7
2.100000 2
2.200000 3
2.300000 5
2.400000 7
2.500000 6
2.600000 11
2.700000 10
2.800000 7
2.900000 4
3.000000 7
3.100000 5
3.200000 3
3.300000 7
3.400000 9
3.500000 6
3.600000 4
3.700000 10
3.800000 7
3.900000 5
4.000000 7
4.100000 5
4.200000 6
4.300000 3
4.400000 9
4.500000 7
4.600000 8
4.700000 6
4.800000 5
4.900000 7
5.000000 3
5.100000 4
5.200000 7
5.300000 8
5.400000 8
5.500000 6
5.600000 5
5.700000 6
5.800000 5
5.900000 4
6.000000 7
6.100000 4
6.200000 7
6.300000 6
6.400000 7
6.500000 5
6.600000 2
6.700000 3
6.800000 4
6.900000 8
7.000000 10
7.100000 9
7.200000 10
7.300000 6
7.400000 1
7.500000 2
7.600000 1
7.700000 0
7.800000 0
7.900000 0
8.000000 4
8.100000 4
8.200000 3
8.300000 0
8.400000 0
8.500000 0
8.600000 0
8.700000 0
8.800000 1
