0.000000 20
0.100000 6
0.200000 16
0.300000 4
0.400000 5
0.500000 4
0.600000 1
0.700000 4
0.800000 2
0.900000 3
1.000000 11
1.100000 13
1.200000 8
1.300000 4
1.400000 5
1.500000 8
1.600000 5
1.700000 4
1.800000 7
1.900000 10
2.000000 6
2.100000 7
2.200000 8
2.300000 3
2.400000 7
2.500000 4
2.600000 6
2.700000 8
2.800000 10
2.900000 4
3.000000 7
3.100000 6
3.200000 5
3.300000 5
3.400000 4
3.500000 8
3.600000 6
3.700000 10
3.800000 2
3.900000 10
4.000000 4
4.100000 9
4.200000 4
4.300000 2
4.400000 7
4.500000 6
4.600000 8
4.700000 5
4.800000 7
4.900000 8
5.000000 5
5.100000 6
5.200000 1
5.300000 6
5.400000 5
5.500000 4
5.600000 10
5.700000 10
5.800000 3
5.900000 6
6.000000 2
6.100000 5
6.200000 8
6.300000 8
6.400000 5
6.500000 8
6.600000 9
6.700000 1
6.800000 2
6.900000 1
7.000000 8
7.100000 12
7.200000 7
7.300000 7
7.400000 12
7.500000 1
7.600000 5
7.700000 2
7.800000 0
7.900000 0
8.000000 1
8.100000 6
8.200000 11
8.300000 4
8.400000 1
8.500000 1
8.600000 1
8.700000 0
8.800000 2
