0.000000 25
0.100000 10
0.200000 7
0.300000 3
0.400000 5
0.500000 3
0.600000 2
0.700000 2
0.800000 6
0.900000 11
1.000000 11
1.100000 11
1.200000 4
1.300000 5
1.400000 5
1.500000 1
1.600000 5
1.700000 6
1.800000 9
1.900000 11
2.000000 9
2.100000 6
2.200000 3
2.300000 7
2.400000 2
2.500000 5
2.600000 8
2.700000 6
2.800000 12
2.900000 8
3.000000 7
3.100000 5
3.200000 2
3.300000 6
3.400000 5
3.500000 4
3.600000 4
3.700000 10
3.800000 10
3.900000 5
4.000000 8
4.100000 6
4.200000 2
4.300000 5
4.400000 6
4.500000 8
4.600000 7
4.700000 5
4.800000 7
4.900000 6
5.000000 2
5.100000 5
5.200000 6
5.300000 7
5.400000 10
5.500000 8
5.600000 4
5.700000 4
5.800000 7
5.900000 4
6.000000 2
6.100000 11
6.200000 4
6.300000 9
6.400000 8
6.500000 6
6.600000 5
6.700000 2
6.800000 2
6.900000 2
7.000000 6
7.100000 17
7.200000 9
7.300000 5
7.400000 7
7.500000 4
7.600000 2
7.700000 1
7.800000 1
7.900000 0
8.000000 4
8.100000 7
8.200000 7
8.300000 3
8.400000 1
8.500000 2
8.600000 0
8.700000 1
8.800000 0
8.900000 1
